StoreID,StoreName,Region,StoreType,invoice_year,invoice_month,month_start,monthly_revenue,regional_median_revenue,vs_regional_median_pct,peer_median_revenue,vs_peer_median_pct,return_rate
S030,Columbus Express,Midwest,Express,2025,11,2025-11-01,10587.62,18498.95,-42.8,10587.62,0.0,0.0602
S030,Columbus Express,Midwest,Express,2025,12,2025-12-01,8821.76,21644.97,-59.2,8821.76,0.0,0.0839
S027,Chicago Flagship,Midwest,Flagship,2024,1,2024-01-01,36042.26,11286.19,219.3,36042.26,0.0,0.0688
S027,Chicago Flagship,Midwest,Flagship,2024,2,2024-02-01,38951.44,11793.81,230.3,38951.44,0.0,0.0631
S027,Chicago Flagship,Midwest,Flagship,2024,3,2024-03-01,50258.24,15222.9,230.1,50258.24,0.0,0.0721
S027,Chicago Flagship,Midwest,Flagship,2024,4,2024-04-01,51931.07,14438.4,259.7,51931.07,0.0,0.065
S027,Chicago Flagship,Midwest,Flagship,2024,5,2024-05-01,52193.85,17459.18,198.9,52193.85,0.0,0.0757
S027,Chicago Flagship,Midwest,Flagship,2024,6,2024-06-01,48403.1,16355.23,195.9,48403.1,0.0,0.0651
S027,Chicago Flagship,Midwest,Flagship,2024,7,2024-07-01,46364.06,14305.71,224.1,46364.06,0.0,0.0736
S027,Chicago Flagship,Midwest,Flagship,2024,8,2024-08-01,51463.46,15771.24,226.3,51463.46,0.0,0.0739
S027,Chicago Flagship,Midwest,Flagship,2024,9,2024-09-01,49819.56,14026.54,255.2,49819.56,0.0,0.0726
S027,Chicago Flagship,Midwest,Flagship,2024,10,2024-10-01,48124.16,15579.21,208.9,48124.16,0.0,0.0681
S027,Chicago Flagship,Midwest,Flagship,2024,11,2024-11-01,63950.78,17073.81,274.6,63950.78,0.0,0.0762
S027,Chicago Flagship,Midwest,Flagship,2024,12,2024-12-01,69993.32,21501.05,225.5,69993.32,0.0,0.0749
S027,Chicago Flagship,Midwest,Flagship,2025,1,2025-01-01,37006.77,12809.7,188.9,37006.77,0.0,0.0722
S027,Chicago Flagship,Midwest,Flagship,2025,2,2025-02-01,40178.65,11927.62,236.9,40178.65,0.0,0.085
S027,Chicago Flagship,Midwest,Flagship,2025,3,2025-03-01,48195.97,15503.04,210.9,48195.97,0.0,0.0755
S027,Chicago Flagship,Midwest,Flagship,2025,4,2025-04-01,50318.94,13786.74,265.0,50318.94,0.0,0.0689
S027,Chicago Flagship,Midwest,Flagship,2025,5,2025-05-01,57088.46,18607.77,206.8,57088.46,0.0,0.076
S027,Chicago Flagship,Midwest,Flagship,2025,6,2025-06-01,46950.58,15139.06,210.1,46950.58,0.0,0.0725
S027,Chicago Flagship,Midwest,Flagship,2025,7,2025-07-01,47860.18,15710.65,204.6,47860.18,0.0,0.0759
S027,Chicago Flagship,Midwest,Flagship,2025,8,2025-08-01,51307.65,16170.35,217.3,51307.65,0.0,0.0875
S027,Chicago Flagship,Midwest,Flagship,2025,9,2025-09-01,45792.07,14265.24,221.0,45792.07,0.0,0.085
S027,Chicago Flagship,Midwest,Flagship,2025,10,2025-10-01,57226.29,18253.78,213.5,57226.29,0.0,0.0673
S027,Chicago Flagship,Midwest,Flagship,2025,11,2025-11-01,61872.78,18498.95,234.5,61872.78,0.0,0.0698
S027,Chicago Flagship,Midwest,Flagship,2025,12,2025-12-01,67367.24,21644.97,211.2,67367.24,0.0,0.0642
S029,Minneapolis Outlet,Midwest,Outlet,2024,1,2024-01-01,11286.19,11286.19,0.0,11286.19,0.0,0.0588
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,1,2024-01-01,11581.22,11286.19,2.6,11286.19,2.6,0.0522
S034,Detroit Outlet 2,Midwest,Outlet,2024,1,2024-01-01,10165.81,11286.19,-9.9,11286.19,-9.9,0.0758
S038,St. Louis Outlet 2,Midwest,Outlet,2024,1,2024-01-01,13153.19,11286.19,16.5,11286.19,16.5,0.0701
S029,Minneapolis Outlet,Midwest,Outlet,2024,2,2024-02-01,11793.81,11793.81,0.0,11620.43,1.5,0.0761
S038,St. Louis Outlet 2,Midwest,Outlet,2024,2,2024-02-01,14242.34,11793.81,20.8,11620.43,22.6,0.0923
S034,Detroit Outlet 2,Midwest,Outlet,2024,2,2024-02-01,11620.43,11793.81,-1.5,11620.43,0.0,0.0522
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,2,2024-02-01,10474.03,11793.81,-11.2,11620.43,-9.9,0.0693
S029,Minneapolis Outlet,Midwest,Outlet,2024,3,2024-03-01,16156.86,15222.9,6.1,12559.2,28.6,0.0532
S038,St. Louis Outlet 2,Midwest,Outlet,2024,3,2024-03-01,19365.79,15222.9,27.2,12559.2,54.2,0.0685
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,3,2024-03-01,12396.91,15222.9,-18.6,12559.2,-1.3,0.0553
S034,Detroit Outlet 2,Midwest,Outlet,2024,3,2024-03-01,12559.2,15222.9,-17.5,12559.2,0.0,0.0607
S038,St. Louis Outlet 2,Midwest,Outlet,2024,4,2024-04-01,18495.74,14438.4,28.1,12903.92,43.3,0.0532
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,4,2024-04-01,11992.16,14438.4,-16.9,12903.92,-7.1,0.0613
S029,Minneapolis Outlet,Midwest,Outlet,2024,4,2024-04-01,14438.4,14438.4,0.0,12903.92,11.9,0.0828
S034,Detroit Outlet 2,Midwest,Outlet,2024,4,2024-04-01,12903.92,14438.4,-10.6,12903.92,0.0,0.0789
S038,St. Louis Outlet 2,Midwest,Outlet,2024,5,2024-05-01,18920.55,17459.18,8.4,14606.88,29.5,0.0693
S029,Minneapolis Outlet,Midwest,Outlet,2024,5,2024-05-01,12817.59,17459.18,-26.6,14606.88,-12.2,0.041
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,5,2024-05-01,14606.88,17459.18,-16.3,14606.88,0.0,0.0711
S034,Detroit Outlet 2,Midwest,Outlet,2024,5,2024-05-01,18024.32,17459.18,3.2,14606.88,23.4,0.0718
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,6,2024-06-01,16355.23,16355.23,0.0,16355.23,0.0,0.0567
S038,St. Louis Outlet 2,Midwest,Outlet,2024,6,2024-06-01,17721.35,16355.23,8.4,16355.23,8.4,0.0796
S029,Minneapolis Outlet,Midwest,Outlet,2024,6,2024-06-01,17637.88,16355.23,7.8,16355.23,7.8,0.0769
S034,Detroit Outlet 2,Midwest,Outlet,2024,6,2024-06-01,13828.09,16355.23,-15.5,16355.23,-15.5,0.0701
S029,Minneapolis Outlet,Midwest,Outlet,2024,7,2024-07-01,13008.1,14305.71,-9.1,13008.1,0.0,0.0653
S034,Detroit Outlet 2,Midwest,Outlet,2024,7,2024-07-01,12859.74,14305.71,-10.1,13008.1,-1.1,0.0845
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,7,2024-07-01,14305.71,14305.71,0.0,13008.1,10.0,0.0658
S038,St. Louis Outlet 2,Midwest,Outlet,2024,7,2024-07-01,14126.92,14305.71,-1.2,13008.1,8.6,0.0744
S029,Minneapolis Outlet,Midwest,Outlet,2024,8,2024-08-01,13935.52,15771.24,-11.6,13935.52,0.0,0.06
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,8,2024-08-01,15771.24,15771.24,0.0,13935.52,13.2,0.0901
S038,St. Louis Outlet 2,Midwest,Outlet,2024,8,2024-08-01,18964.79,15771.24,20.2,13935.52,36.1,0.0619
S034,Detroit Outlet 2,Midwest,Outlet,2024,8,2024-08-01,13896.76,15771.24,-11.9,13935.52,-0.3,0.0717
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,9,2024-09-01,14026.54,14026.54,0.0,13218.88,6.1,0.0397
S029,Minneapolis Outlet,Midwest,Outlet,2024,9,2024-09-01,13218.88,14026.54,-5.8,13218.88,0.0,0.0558
S034,Detroit Outlet 2,Midwest,Outlet,2024,9,2024-09-01,12037.97,14026.54,-14.2,13218.88,-8.9,0.0693
S038,St. Louis Outlet 2,Midwest,Outlet,2024,9,2024-09-01,14804.9,14026.54,5.5,13218.88,12.0,0.0706
S038,St. Louis Outlet 2,Midwest,Outlet,2024,10,2024-10-01,15422.54,15579.21,-1.0,15422.54,0.0,0.0647
S029,Minneapolis Outlet,Midwest,Outlet,2024,10,2024-10-01,15579.21,15579.21,0.0,15422.54,1.0,0.0691
S034,Detroit Outlet 2,Midwest,Outlet,2024,10,2024-10-01,19180.58,15579.21,23.1,15422.54,24.4,0.0717
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,10,2024-10-01,13484.13,15579.21,-13.4,15422.54,-12.6,0.0655
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,11,2024-11-01,14920.44,17073.81,-12.6,17073.81,-12.6,0.0859
S029,Minneapolis Outlet,Midwest,Outlet,2024,11,2024-11-01,18131.72,17073.81,6.2,17073.81,6.2,0.0728
S038,St. Louis Outlet 2,Midwest,Outlet,2024,11,2024-11-01,18839.59,17073.81,10.3,17073.81,10.3,0.0649
S034,Detroit Outlet 2,Midwest,Outlet,2024,11,2024-11-01,17073.81,17073.81,0.0,17073.81,0.0,0.0609
S038,St. Louis Outlet 2,Midwest,Outlet,2024,12,2024-12-01,21782.98,21501.05,1.3,21501.05,1.3,0.0716
S035,Minneapolis Outlet 2,Midwest,Outlet,2024,12,2024-12-01,20549.07,21501.05,-4.4,21501.05,-4.4,0.0841
S029,Minneapolis Outlet,Midwest,Outlet,2024,12,2024-12-01,21501.05,21501.05,0.0,21501.05,0.0,0.0655
S034,Detroit Outlet 2,Midwest,Outlet,2024,12,2024-12-01,23607.16,21501.05,9.8,21501.05,9.8,0.0775
S029,Minneapolis Outlet,Midwest,Outlet,2025,1,2025-01-01,13916.98,12809.7,8.6,12809.7,8.6,0.0573
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,1,2025-01-01,10099.5,12809.7,-21.2,12809.7,-21.2,0.0528
S034,Detroit Outlet 2,Midwest,Outlet,2025,1,2025-01-01,12809.7,12809.7,0.0,12809.7,0.0,0.0641
S038,St. Louis Outlet 2,Midwest,Outlet,2025,1,2025-01-01,13281.06,12809.7,3.7,12809.7,3.7,0.0578
S034,Detroit Outlet 2,Midwest,Outlet,2025,2,2025-02-01,12081.04,11927.62,1.3,11927.62,1.3,0.0638
S038,St. Louis Outlet 2,Midwest,Outlet,2025,2,2025-02-01,14437.23,11927.62,21.0,11927.62,21.0,0.0535
S029,Minneapolis Outlet,Midwest,Outlet,2025,2,2025-02-01,10261.5,11927.62,-14.0,11927.62,-14.0,0.0453
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,2,2025-02-01,11927.62,11927.62,0.0,11927.62,0.0,0.063
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,3,2025-03-01,12493.0,15503.04,-19.4,15076.6,-17.1,0.0816
S038,St. Louis Outlet 2,Midwest,Outlet,2025,3,2025-03-01,15076.6,15503.04,-2.8,15076.6,0.0,0.0835
S029,Minneapolis Outlet,Midwest,Outlet,2025,3,2025-03-01,16407.57,15503.04,5.8,15076.6,8.8,0.0885
S034,Detroit Outlet 2,Midwest,Outlet,2025,3,2025-03-01,17961.89,15503.04,15.9,15076.6,19.1,0.0673
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,4,2025-04-01,13786.74,13786.74,0.0,13397.83,2.9,0.08
S029,Minneapolis Outlet,Midwest,Outlet,2025,4,2025-04-01,13397.83,13786.74,-2.8,13397.83,0.0,0.0608
S034,Detroit Outlet 2,Midwest,Outlet,2025,4,2025-04-01,15694.78,13786.74,13.8,13397.83,17.1,0.0665
S038,St. Louis Outlet 2,Midwest,Outlet,2025,4,2025-04-01,13239.39,13786.74,-4.0,13397.83,-1.2,0.0673
S029,Minneapolis Outlet,Midwest,Outlet,2025,5,2025-05-01,15099.9,18607.77,-18.9,15099.9,0.0,0.0518
S038,St. Louis Outlet 2,Midwest,Outlet,2025,5,2025-05-01,18607.77,18607.77,0.0,15099.9,23.2,0.0866
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,5,2025-05-01,14585.18,18607.77,-21.6,15099.9,-3.4,0.0539
S034,Detroit Outlet 2,Midwest,Outlet,2025,5,2025-05-01,18957.88,18607.77,1.9,15099.9,25.5,0.0809
S034,Detroit Outlet 2,Midwest,Outlet,2025,6,2025-06-01,12750.33,15139.06,-15.8,14591.06,-12.6,0.0545
S038,St. Louis Outlet 2,Midwest,Outlet,2025,6,2025-06-01,18626.99,15139.06,23.0,14591.06,27.7,0.0494
S029,Minneapolis Outlet,Midwest,Outlet,2025,6,2025-06-01,15139.06,15139.06,0.0,14591.06,3.8,0.0589
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,6,2025-06-01,14591.06,15139.06,-3.6,14591.06,0.0,0.0859
S034,Detroit Outlet 2,Midwest,Outlet,2025,7,2025-07-01,14311.93,15710.65,-8.9,14973.29,-4.4,0.0911
S038,St. Louis Outlet 2,Midwest,Outlet,2025,7,2025-07-01,14973.29,15710.65,-4.7,14973.29,0.0,0.0769
S029,Minneapolis Outlet,Midwest,Outlet,2025,7,2025-07-01,18442.57,15710.65,17.4,14973.29,23.2,0.0817
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,7,2025-07-01,15710.65,15710.65,0.0,14973.29,4.9,0.0717
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,8,2025-08-01,13862.96,16170.35,-14.3,13862.96,0.0,0.0448
S034,Detroit Outlet 2,Midwest,Outlet,2025,8,2025-08-01,12827.17,16170.35,-20.7,13862.96,-7.5,0.0803
S038,St. Louis Outlet 2,Midwest,Outlet,2025,8,2025-08-01,16198.08,16170.35,0.2,13862.96,16.8,0.0832
S029,Minneapolis Outlet,Midwest,Outlet,2025,8,2025-08-01,16843.98,16170.35,4.2,13862.96,21.5,0.0714
S029,Minneapolis Outlet,Midwest,Outlet,2025,9,2025-09-01,10855.42,14265.24,-23.9,13358.67,-18.7,0.0718
S034,Detroit Outlet 2,Midwest,Outlet,2025,9,2025-09-01,14335.71,14265.24,0.5,13358.67,7.3,0.07
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,9,2025-09-01,13358.67,14265.24,-6.4,13358.67,0.0,0.0514
S038,St. Louis Outlet 2,Midwest,Outlet,2025,9,2025-09-01,21289.27,14265.24,49.2,13358.67,59.4,0.0771
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,10,2025-10-01,19135.34,18253.78,4.8,17877.53,7.0,0.0686
S029,Minneapolis Outlet,Midwest,Outlet,2025,10,2025-10-01,17877.53,18253.78,-2.1,17877.53,0.0,0.0753
S034,Detroit Outlet 2,Midwest,Outlet,2025,10,2025-10-01,17251.33,18253.78,-5.5,17877.53,-3.5,0.0685
S038,St. Louis Outlet 2,Midwest,Outlet,2025,10,2025-10-01,18526.17,18253.78,1.5,17877.53,3.6,0.0789
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,11,2025-11-01,19714.74,18498.95,6.6,18217.79,8.2,0.0851
S038,St. Louis Outlet 2,Midwest,Outlet,2025,11,2025-11-01,19432.64,18498.95,5.0,18217.79,6.7,0.0642
S034,Detroit Outlet 2,Midwest,Outlet,2025,11,2025-11-01,18217.79,18498.95,-1.5,18217.79,0.0,0.0612
S029,Minneapolis Outlet,Midwest,Outlet,2025,11,2025-11-01,17913.82,18498.95,-3.2,18217.79,-1.7,0.0706
S035,Minneapolis Outlet 2,Midwest,Outlet,2025,12,2025-12-01,23589.08,21644.97,9.0,21634.81,9.0,0.0785
S029,Minneapolis Outlet,Midwest,Outlet,2025,12,2025-12-01,21634.81,21644.97,0.0,21634.81,0.0,0.073
S038,St. Louis Outlet 2,Midwest,Outlet,2025,12,2025-12-01,20875.17,21644.97,-3.6,21634.81,-3.5,0.0862
S034,Detroit Outlet 2,Midwest,Outlet,2025,12,2025-12-01,23341.91,21644.97,7.8,21634.81,7.9,0.0668
S036,Columbus Standard 2,Midwest,Standard,2024,1,2024-01-01,8961.97,11286.19,-20.6,10816.0,-17.1,0.0962
S032,St. Louis Standard,Midwest,Standard,2024,1,2024-01-01,15822.14,11286.19,40.2,10816.0,46.3,0.0995
S031,Milwaukee Standard,Midwest,Standard,2024,1,2024-01-01,12012.3,11286.19,6.4,10816.0,11.1,0.0603
S028,Detroit Standard,Midwest,Standard,2024,1,2024-01-01,6587.13,11286.19,-41.6,10816.0,-39.1,0.047
S037,Milwaukee Standard 2,Midwest,Standard,2024,1,2024-01-01,11801.02,11286.19,4.6,10816.0,9.1,0.0672
S033,Chicago Standard 2,Midwest,Standard,2024,1,2024-01-01,10816.0,11286.19,-4.2,10816.0,0.0,0.0746
S036,Columbus Standard 2,Midwest,Standard,2024,2,2024-02-01,14183.75,11793.81,20.3,11950.86,18.7,0.0452
S037,Milwaukee Standard 2,Midwest,Standard,2024,2,2024-02-01,10153.95,11793.81,-13.9,11950.86,-15.0,0.075
S031,Milwaukee Standard,Midwest,Standard,2024,2,2024-02-01,15774.28,11793.81,33.8,11950.86,32.0,0.0573
S033,Chicago Standard 2,Midwest,Standard,2024,2,2024-02-01,12128.9,11793.81,2.8,11950.86,1.5,0.073
S028,Detroit Standard,Midwest,Standard,2024,2,2024-02-01,7075.17,11793.81,-40.0,11950.86,-40.8,0.0586
S032,St. Louis Standard,Midwest,Standard,2024,2,2024-02-01,11950.86,11793.81,1.3,11950.86,0.0,0.0777
S028,Detroit Standard,Midwest,Standard,2024,3,2024-03-01,9197.58,15222.9,-39.6,15222.9,-39.6,0.0578
S031,Milwaukee Standard,Midwest,Standard,2024,3,2024-03-01,19122.26,15222.9,25.6,15222.9,25.6,0.0719
S033,Chicago Standard 2,Midwest,Standard,2024,3,2024-03-01,18096.7,15222.9,18.9,15222.9,18.9,0.0643
S036,Columbus Standard 2,Midwest,Standard,2024,3,2024-03-01,15169.91,15222.9,-0.3,15222.9,-0.3,0.0854
S032,St. Louis Standard,Midwest,Standard,2024,3,2024-03-01,21857.03,15222.9,43.6,15222.9,43.6,0.0829
S037,Milwaukee Standard 2,Midwest,Standard,2024,3,2024-03-01,15222.9,15222.9,0.0,15222.9,0.0,0.0976
S036,Columbus Standard 2,Midwest,Standard,2024,4,2024-04-01,15436.24,14438.4,6.9,15436.24,0.0,0.0755
S032,St. Louis Standard,Midwest,Standard,2024,4,2024-04-01,16802.81,14438.4,16.4,15436.24,8.9,0.0741
S033,Chicago Standard 2,Midwest,Standard,2024,4,2024-04-01,13267.11,14438.4,-8.1,15436.24,-14.1,0.0962
S028,Detroit Standard,Midwest,Standard,2024,4,2024-04-01,6028.14,14438.4,-58.2,15436.24,-60.9,0.0571
S031,Milwaukee Standard,Midwest,Standard,2024,4,2024-04-01,16140.59,14438.4,11.8,15436.24,4.6,0.0497
S037,Milwaukee Standard 2,Midwest,Standard,2024,4,2024-04-01,15639.78,14438.4,8.3,15436.24,1.3,0.0744
S037,Milwaukee Standard 2,Midwest,Standard,2024,5,2024-05-01,17459.18,17459.18,0.0,17459.18,0.0,0.0474
S031,Milwaukee Standard,Midwest,Standard,2024,5,2024-05-01,20081.83,17459.18,15.0,17459.18,15.0,0.0733
S032,St. Louis Standard,Midwest,Standard,2024,5,2024-05-01,21262.12,17459.18,21.8,17459.18,21.8,0.0734
S036,Columbus Standard 2,Midwest,Standard,2024,5,2024-05-01,18371.15,17459.18,5.2,17459.18,5.2,0.0906
S033,Chicago Standard 2,Midwest,Standard,2024,5,2024-05-01,17102.64,17459.18,-2.0,17459.18,-2.0,0.0567
S028,Detroit Standard,Midwest,Standard,2024,5,2024-05-01,8412.73,17459.18,-51.8,17459.18,-51.8,0.0717
S037,Milwaukee Standard 2,Midwest,Standard,2024,6,2024-06-01,17475.33,16355.23,6.8,14338.93,21.9,0.0553
S031,Milwaukee Standard,Midwest,Standard,2024,6,2024-06-01,18289.79,16355.23,11.8,14338.93,27.6,0.0725
S036,Columbus Standard 2,Midwest,Standard,2024,6,2024-06-01,12548.84,16355.23,-23.3,14338.93,-12.5,0.0687
S033,Chicago Standard 2,Midwest,Standard,2024,6,2024-06-01,14338.93,16355.23,-12.3,14338.93,0.0,0.0633
S032,St. Louis Standard,Midwest,Standard,2024,6,2024-06-01,21395.63,16355.23,30.8,14338.93,49.2,0.0661
S028,Detroit Standard,Midwest,Standard,2024,6,2024-06-01,7231.95,16355.23,-55.8,14338.93,-49.6,0.0381
S033,Chicago Standard 2,Midwest,Standard,2024,7,2024-07-01,16387.73,14305.71,14.6,15814.84,3.6,0.0692
S032,St. Louis Standard,Midwest,Standard,2024,7,2024-07-01,20438.49,14305.71,42.9,15814.84,29.2,0.0704
S036,Columbus Standard 2,Midwest,Standard,2024,7,2024-07-01,15814.84,14305.71,10.5,15814.84,0.0,0.06
S028,Detroit Standard,Midwest,Standard,2024,7,2024-07-01,6608.37,14305.71,-53.8,15814.84,-58.2,0.0653
S031,Milwaukee Standard,Midwest,Standard,2024,7,2024-07-01,18913.99,14305.71,32.2,15814.84,19.6,0.0819
S037,Milwaukee Standard 2,Midwest,Standard,2024,7,2024-07-01,15709.35,14305.71,9.8,15814.84,-0.7,0.0647
S036,Columbus Standard 2,Midwest,Standard,2024,8,2024-08-01,15289.04,15771.24,-3.1,15921.19,-4.0,0.0707
S033,Chicago Standard 2,Midwest,Standard,2024,8,2024-08-01,18322.32,15771.24,16.2,15921.19,15.1,0.0737
S031,Milwaukee Standard,Midwest,Standard,2024,8,2024-08-01,15921.19,15771.24,1.0,15921.19,0.0,0.0793
S032,St. Louis Standard,Midwest,Standard,2024,8,2024-08-01,20149.5,15771.24,27.8,15921.19,26.6,0.0997
S028,Detroit Standard,Midwest,Standard,2024,8,2024-08-01,8450.42,15771.24,-46.4,15921.19,-46.9,0.0767
S037,Milwaukee Standard 2,Midwest,Standard,2024,8,2024-08-01,19528.14,15771.24,23.8,15921.19,22.7,0.0664
S036,Columbus Standard 2,Midwest,Standard,2024,9,2024-09-01,16074.87,14026.54,14.6,16074.87,0.0,0.0691
S032,St. Louis Standard,Midwest,Standard,2024,9,2024-09-01,16311.79,14026.54,16.3,16074.87,1.5,0.0671
S028,Detroit Standard,Midwest,Standard,2024,9,2024-09-01,8388.31,14026.54,-40.2,16074.87,-47.8,0.0745
S037,Milwaukee Standard 2,Midwest,Standard,2024,9,2024-09-01,16137.59,14026.54,15.1,16074.87,0.4,0.0719
S033,Chicago Standard 2,Midwest,Standard,2024,9,2024-09-01,11479.58,14026.54,-18.2,16074.87,-28.6,0.0576
S031,Milwaukee Standard,Midwest,Standard,2024,9,2024-09-01,17440.13,14026.54,24.3,16074.87,8.5,0.0725
S031,Milwaukee Standard,Midwest,Standard,2024,10,2024-10-01,19419.23,15579.21,24.6,17009.95,14.2,0.0853
S028,Detroit Standard,Midwest,Standard,2024,10,2024-10-01,10777.53,15579.21,-30.8,17009.95,-36.6,0.085
S032,St. Louis Standard,Midwest,Standard,2024,10,2024-10-01,21218.94,15579.21,36.2,17009.95,24.7,0.0725
S033,Chicago Standard 2,Midwest,Standard,2024,10,2024-10-01,17009.95,15579.21,9.2,17009.95,0.0,0.06
S037,Milwaukee Standard 2,Midwest,Standard,2024,10,2024-10-01,18068.15,15579.21,16.0,17009.95,6.2,0.0654
S036,Columbus Standard 2,Midwest,Standard,2024,10,2024-10-01,14612.64,15579.21,-6.2,17009.95,-14.1,0.0549
S032,St. Louis Standard,Midwest,Standard,2024,11,2024-11-01,23774.23,17073.81,39.2,15434.73,54.0,0.0886
S036,Columbus Standard 2,Midwest,Standard,2024,11,2024-11-01,15431.06,17073.81,-9.6,15434.73,0.0,0.0759
S037,Milwaukee Standard 2,Midwest,Standard,2024,11,2024-11-01,19592.29,17073.81,14.8,15434.73,26.9,0.0752
S033,Chicago Standard 2,Midwest,Standard,2024,11,2024-11-01,15434.73,17073.81,-9.6,15434.73,0.0,0.0813
S031,Milwaukee Standard,Midwest,Standard,2024,11,2024-11-01,19291.77,17073.81,13.0,15434.73,25.0,0.0699
S028,Detroit Standard,Midwest,Standard,2024,11,2024-11-01,9225.04,17073.81,-46.0,15434.73,-40.2,0.0473
S036,Columbus Standard 2,Midwest,Standard,2024,12,2024-12-01,17790.26,21501.05,-17.3,21243.96,-16.3,0.0758
S033,Chicago Standard 2,Midwest,Standard,2024,12,2024-12-01,23406.5,21501.05,8.9,21243.96,10.2,0.0797
S028,Detroit Standard,Midwest,Standard,2024,12,2024-12-01,13663.35,21501.05,-36.5,21243.96,-35.7,0.0714
S031,Milwaukee Standard,Midwest,Standard,2024,12,2024-12-01,24864.32,21501.05,15.6,21243.96,17.0,0.0591
S032,St. Louis Standard,Midwest,Standard,2024,12,2024-12-01,27622.61,21501.05,28.5,21243.96,30.0,0.0765
S037,Milwaukee Standard 2,Midwest,Standard,2024,12,2024-12-01,21243.96,21501.05,-1.2,21243.96,0.0,0.0632
S036,Columbus Standard 2,Midwest,Standard,2025,1,2025-01-01,13337.71,12809.7,4.1,12046.85,10.7,0.0837
S031,Milwaukee Standard,Midwest,Standard,2025,1,2025-01-01,13669.82,12809.7,6.7,12046.85,13.5,0.0858
